artists,name,duration_ms,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,decade,decade_label,cluster
Sonido Mazter,Y Todo Acabo,159817,1992,0.46,0.688,0.638,0.00267,0.369,-8.334,0.0343,93.754,0.885,34.0,1990,1990s,0
Nat King Cole,Walkin' My Baby Back Home - Remastered,160200,1992,0.851,0.55,0.181,0.0,0.136,-13.696,0.0403,110.035,0.471,43.0,1990,1990s,2
Fereidoon Foroughi,Zendoon Del,253027,1992,0.898,0.606,0.292,0.000174,0.176,-10.802,0.0321,77.915,0.316,32.0,1990,1990s,2
สุเทพ วงศ์กำแหง,ป่านฉะนี้,226987,1992,0.557,0.475,0.296,0.126,0.147,-17.859,0.0262,82.201,0.505,9.0,1990,1990s,2
Juan Luis Guerra 4.40,El Costo de la Vida,250107,1992,0.44,0.663,0.899,0.0,0.105,-6.442,0.121,131.836,0.901,46.0,1990,1990s,0
Hanne Boel,Something You've Got,100067,1992,0.4,0.756,0.313,0.0,0.62,-22.815,0.147,125.533,0.795,15.0,1990,1990s,1
Faith No More,A Small Victory,297133,1992,0.00148,0.494,0.947,0.0308,0.404,-7.289,0.052,100.03,0.426,45.0,1990,1990s,0
"Asha Bhosle, Shabbir Kumar, Kumar Sanu",Sochna Kya,310173,1992,0.329,0.661,0.683,1.63e-06,0.325,-10.11,0.0467,117.488,0.905,29.0,1990,1990s,0
RBL Posse,Don't Give Me No Bammer Weed,368533,1992,0.0316,0.813,0.793,0.0,0.364,-9.727,0.194,113.629,0.724,49.0,1990,1990s,0
Die drei ???,055 - Gekaufte Spieler - Teil 23,76640,1992,0.636,0.473,0.692,0.0,0.417,-10.407,0.799,137.574,0.748,42.0,1990,1990s,1
Faith No More,Kindergarten,271040,1992,0.015,0.486,0.933,0.00609,0.213,-7.187,0.044,94.866,0.504,39.0,1990,1990s,0
Sálin hans Jóns míns,Nýr heimur,197137,1992,0.00594,0.558,0.911,0.00773,0.215,-6.411,0.0342,145.285,0.807,2.0,1990,1990s,0
Alpay,Eylül'de Gel Demiştim,226479,1992,0.351,0.246,0.509,1.44e-06,0.124,-11.075,0.0493,80.876,0.399,16.0,1990,1990s,2
Benito Lertxundi,Mundurat eman ninduzun,289333,1992,0.494,0.311,0.306,0.000484,0.093,-12.299,0.0303,86.198,0.124,23.0,1990,1990s,2
Warda,Batwanes Beek,804403,1992,0.636,0.63,0.321,0.000155,0.104,-15.246,0.0923,160.569,0.585,46.0,1990,1990s,2
Soda Stereo,Sweet Sahumerio - Remasterizado 2007,363360,1992,0.00119,0.634,0.665,0.579,0.148,-12.186,0.0363,113.966,0.206,45.0,1990,1990s,0
Orchester Anthony Ventura,Morning Has Broken,138040,1992,0.983,0.322,0.105,0.935,0.132,-21.767,0.0398,125.763,0.469,15.0,1990,1990s,2
HaGashash HaHiver,הרכבת ממשלה חדשה,104347,1992,0.837,0.63,0.533,0.0,0.292,-16.365,0.861,112.841,0.596,8.0,1990,1990s,1
Mikel Markez,Zure Begiek,256000,1992,0.805,0.475,0.261,0.000372,0.0978,-14.839,0.0338,140.536,0.224,32.0,1990,1990s,2
SWV,I'm So Into You,278333,1992,0.0624,0.85,0.513,0.00249,0.0689,-10.663,0.0513,99.01,0.623,64.0,1990,1990s,0
Kalle Baah,Ugly Girls,275800,1992,0.0305,0.6,0.616,0.0,0.325,-9.391,0.141,82.543,0.633,40.0,1990,1990s,0
Die Fantastischen Vier,Die Da!?!,250733,1992,0.134,0.841,0.702,5.46e-05,0.0826,-11.896,0.181,97.747,0.599,34.0,1990,1990s,0
HaGashash HaHiver,אהובתי יעל,194360,1992,0.784,0.487,0.347,0.0,0.515,-13.505,0.0449,102.062,0.472,12.0,1990,1990s,2
"Pyotr Ilyich Tchaikovsky, Slovak State Philharmonic Orchestra, Kosice","The Sleeping Beauty, Op. 66 : Canari qui chante (Variation IV)",36067,1992,0.939,0.466,0.172,0.501,0.0794,-25.812,0.0569,175.261,0.445,21.0,1990,1990s,2
Pingu,De Pingu hilft Poscht Verteile - Teil 5,195000,1992,0.57,0.72,0.278,0.0,0.168,-13.829,0.885,113.419,0.33,15.0,1990,1990s,1
Soda Stereo,Camaleón - Remasterizado 2007,281480,1992,8.92e-05,0.374,0.92,0.491,0.0864,-7.561,0.0478,195.93,0.55,45.0,1990,1990s,0
Vilém Čok,Mám Na Tvý Iq Dvojí Lék,279507,1992,0.0041,0.311,0.532,0.000251,0.0756,-10.702,0.0335,134.364,0.285,8.0,1990,1990s,0
Ivar Skippervold,Tårnet I Babel: Tårnet I Babel,91533,1992,0.283,0.701,0.6,0.0,0.0822,-8.845,0.0593,166.639,0.933,13.0,1990,1990s,0
Fito Paez,El amor después del amor,311893,1992,0.00357,0.641,0.797,3.25e-05,0.0279,-6.536,0.0431,94.884,0.655,64.0,1990,1990s,0
Cher,Just Like Jesse James,245600,1992,0.149,0.397,0.575,0.0,0.116,-10.222,0.033,138.226,0.455,39.0,1990,1990s,0
Nobuo Uematsu,Battle at the Big Bridge,149907,1992,0.109,0.312,0.79,0.885,0.46,-10.378,0.04,177.836,0.813,35.0,1990,1990s,0
Legião Urbana,O Senhor Da Guerra,297000,1992,0.0489,0.632,0.614,0.00149,0.207,-12.815,0.0389,138.878,0.823,38.0,1990,1990s,0
Madonna,Erotica,318573,1992,0.000576,0.639,0.676,0.434,0.26,-11.168,0.061,101.956,0.231,41.0,1990,1990s,0
張衛建,真真假假,258183,1992,0.172,0.711,0.868,0.0,0.0482,-6.305,0.0605,125.194,0.741,22.0,1990,1990s,0
Fatih Erkoç,Oynatmaya Az Kaldı,235102,1992,0.144,0.719,0.822,0.0,0.142,-10.747,0.0362,116.041,0.844,30.0,1990,1990s,0
James Reyne,Fall Of Rome,299827,1992,0.0283,0.42,0.891,1.06e-06,0.316,-4.458,0.0465,157.484,0.665,25.0,1990,1990s,0
Rhonda Clark,Tomorrow,267813,1992,0.261,0.639,0.675,0.000386,0.333,-7.544,0.0385,149.272,0.85,8.0,1990,1990s,0
Freud Marx Engels & Jung,Kipee,249933,1992,0.523,0.752,0.302,0.0,0.104,-12.571,0.0305,93.92,0.445,11.0,1990,1990s,2
Izhar Ashdot,דמעות של זעם ומילים,317467,1992,0.404,0.673,0.496,0.0329,0.0903,-13.922,0.0241,99.758,0.458,9.0,1990,1990s,2
Margaretha Krook,"Alla får ropa, sa mamma, del 5",184653,1992,0.835,0.677,0.265,0.0,0.218,-18.386,0.953,145.786,0.411,21.0,1990,1990s,1
Golden Earring,Twilight Zone - Live,553200,1992,0.0442,0.38,0.621,0.00855,0.868,-13.721,0.0286,125.334,0.566,29.0,1990,1990s,1
Imelda Papin,Isang Linggong Pag-Ibig,262333,1992,0.456,0.602,0.445,0.0,0.114,-10.011,0.0284,98.753,0.251,42.0,1990,1990s,2
"Sami Aarva, Kuoro - Aladdin",Askelta edellä (Repriisi),61600,1992,0.969,0.201,0.0432,0.137,0.134,-17.098,0.0387,60.676,0.0864,12.0,1990,1990s,2
Aşkın Nur Yengi,Serserim Benim,289067,1992,0.359,0.602,0.319,1.83e-06,0.11,-14.076,0.0334,135.724,0.397,31.0,1990,1990s,2
Sade,Like a Tattoo,218000,1992,0.922,0.557,0.16,0.000756,0.0996,-16.302,0.0315,136.01,0.133,53.0,1990,1990s,2
"Beyond, Shunichi Yokoi at Greenbird Studio, Tokyo Fun Studio and West Side Studio.",狂人山莊,250173,1992,0.0394,0.534,0.957,0.000123,0.086,-5.522,0.123,131.878,0.238,13.0,1990,1990s,0
Jody Chiang,返來阮身邊,257493,1992,0.551,0.608,0.33,0.0,0.425,-10.59,0.031,105.186,0.385,34.0,1990,1990s,2
Ehud Banai,פלורנטין,303933,1992,0.662,0.533,0.478,0.313,0.0931,-16.319,0.0324,182.921,0.96,31.0,1990,1990s,2
Eifo HaYeled,זמן סוכר,197867,1992,0.00246,0.418,0.778,0.0109,0.144,-10.435,0.0412,150.258,0.559,12.0,1990,1990s,0
Peter LeMarc,Tootoolah,248933,1992,0.254,0.864,0.541,0.000245,0.116,-7.509,0.0355,122.328,0.924,30.0,1990,1990s,0
Almendra,Final,145853,1992,0.564,0.509,0.529,1.24e-06,0.402,-11.009,0.0444,122.073,0.757,22.0,1990,1990s,0
Grup Yorum,Dünyanin Üzerinde,385498,1992,0.813,0.682,0.422,3.47e-05,0.107,-13.457,0.031,114.221,0.4,14.0,1990,1990s,2
"Claude Debussy, Aldo Ciccolini","Debussy: Arabesques, CD 74, L. 66: No. 1, Andantino con moto",261707,1992,0.993,0.33,0.0633,0.926,0.111,-24.191,0.0396,130.895,0.17,31.0,1990,1990s,2
Jade,One Woman,289467,1992,0.0552,0.662,0.605,0.0,0.418,-9.475,0.0566,151.946,0.545,32.0,1990,1990s,0
Kala Marka,Aguas Claras,261440,1992,0.0358,0.691,0.282,0.0,0.108,-17.868,0.148,150.125,0.468,18.0,1990,1990s,2
"Tai Chi, David Ling Jr",等玉人,196000,1992,0.0736,0.606,0.48,0.0,0.107,-10.805,0.0289,113.496,0.589,6.0,1990,1990s,0
Hungária,Dzsungel Rock,170627,1992,0.739,0.684,0.491,0.00232,0.052,-13.188,0.0353,90.883,0.971,10.0,1990,1990s,0
Joaquín Sabina,Yo Quiero Ser una Chica Almodovar,251173,1992,0.809,0.608,0.374,0.0,0.322,-13.598,0.0874,99.693,0.426,39.0,1990,1990s,2
Senzus,Láska v mori,131160,1992,0.161,0.695,0.827,0.0,0.0475,-4.25,0.035,122.391,0.983,15.0,1990,1990s,0
Mijares,Soldado Del Amor,218280,1992,0.368,0.568,0.675,7.26e-06,0.184,-9.786,0.0398,93.259,0.441,44.0,1990,1990s,0
SPS,Jsme V hajzlu,137893,1992,6.03e-05,0.299,0.77,0.0202,0.446,-10.393,0.0744,147.721,0.334,9.0,1990,1990s,0
Andy Williams,Hawaiian Wedding Song,150200,1992,0.861,0.278,0.141,0.002,0.382,-13.719,0.031,101.747,0.176,42.0,1990,1990s,2
Mikel Erentxun,Miénteme,296240,1992,0.0361,0.702,0.472,0.0339,0.108,-11.462,0.0262,106.252,0.569,30.0,1990,1990s,0
HaGashash HaHiver,שיחות ביטחון,158160,1992,0.978,0.537,0.502,0.00126,0.421,-20.284,0.884,64.155,0.618,10.0,1990,1990s,1
"Alex Bueno, Orquesta Liberacion",Una Paloma Blanca,281227,1992,0.68,0.561,0.763,1.49e-06,0.101,-11.051,0.0385,128.044,0.973,10.0,1990,1990s,0
TKKG Retro-Archiv,081 - Horror-Trip im Luxusauto - Teil 14,120960,1992,0.415,0.603,0.743,0.0,0.8,-7.555,0.845,72.75,0.704,27.0,1990,1990s,1
"Newsies Ensemble, David Moscow",Seize the Day,121653,1992,0.38,0.459,0.374,0.0,0.0692,-13.289,0.052,125.821,0.28,44.0,1990,1990s,2
Ornella Vanoni,Perduto,228040,1992,0.722,0.564,0.266,0.00139,0.251,-12.945,0.0297,93.979,0.292,18.0,1990,1990s,2
Hungária,Isztambul,168440,1992,0.168,0.443,0.56,0.0,0.109,-13.279,0.0348,173.057,0.907,28.0,1990,1990s,0
Alceu Valença,Sete Desejos,206840,1992,0.24,0.609,0.537,0.000435,0.0698,-11.552,0.0322,108.062,0.835,33.0,1990,1990s,0
Daklon,מורי,229627,1992,0.12,0.725,0.754,0.000343,0.119,-10.182,0.0284,124.957,0.945,9.0,1990,1990s,0
Binomio de Oro,La Estoy Queriendo,272067,1992,0.457,0.661,0.836,0.0,0.0763,-3.533,0.176,122.467,0.963,13.0,1990,1990s,0
James Reyne,Always The Way,443867,1992,0.00744,0.429,0.639,0.00568,0.123,-4.797,0.0272,121.498,0.449,21.0,1990,1990s,0
音樂磁場,針線情,254293,1992,0.331,0.459,0.405,0.517,0.119,-11.237,0.026,177.976,0.395,16.0,1990,1990s,2
The Sundays,Wild Horses,285573,1992,0.874,0.424,0.268,0.000904,0.0857,-13.184,0.0283,150.061,0.183,51.0,1990,1990s,2
La Frontera,Judas El Miserable - En Directo Verano 1.992,242333,1992,0.0906,0.457,0.904,0.00672,0.695,-10.67,0.0343,153.743,0.842,25.0,1990,1990s,0
Kino Cabral,Belita,340533,1992,0.0276,0.605,0.82,0.0738,0.0567,-8.658,0.0332,105.868,0.86,21.0,1990,1990s,0
Alan Menken,Le baiser,110933,1992,0.886,0.226,0.0652,0.793,0.0705,-26.82,0.0409,99.008,0.0957,21.0,1990,1990s,2
Antonio Aguilar,El Caballo Jovero,153995,1992,0.612,0.464,0.431,3.75e-06,0.0876,-6.599,0.0912,176.179,0.683,34.0,1990,1990s,0
Def Leppard,Stand Up (Kick Love Into Motion),272871,1992,0.0854,0.603,0.779,1.58e-05,0.0628,-7.479,0.0273,103.027,0.792,43.0,1990,1990s,0
The Police,Walking On The Moon,301067,1992,0.012,0.569,0.278,0.0951,0.278,-15.245,0.0851,145.927,0.402,36.0,1990,1990s,2
Ivar Skippervold,Daniel I Løvehulen: Noen Ber Til Sola,123800,1992,0.403,0.84,0.561,0.0,0.185,-12.236,0.0342,142.188,0.878,13.0,1990,1990s,0
Coro de la Hermandad del Rocio de Sevilla,Rocio,319267,1992,0.73,0.518,0.631,0.0,0.435,-9.902,0.0378,160.546,0.605,24.0,1990,1990s,0
Sex Action,Szexuális Manőverek,189591,1992,0.0029,0.404,0.946,1.82e-05,0.101,-3.224,0.103,77.451,0.317,9.0,1990,1990s,0
"Hank Williams, Drifting Cowboys","Hey, Good Lookin'",175360,1992,0.797,0.784,0.327,0.0,0.0941,-11.222,0.0383,141.185,0.898,41.0,1990,1990s,2
Babes In Toyland ,Handsome & Gretel,110693,1992,2.56e-05,0.291,0.794,0.0,0.0811,-10.434,0.0609,124.341,0.786,36.0,1990,1990s,0
Raça Negra,Cheia de Manias,211000,1992,0.198,0.707,0.614,0.0,0.177,-9.377,0.058,156.473,0.957,67.0,1990,1990s,0
Jorge Aragão,Identidade,258507,1992,0.743,0.634,0.625,0.00191,0.213,-10.287,0.045,97.79,0.834,48.0,1990,1990s,0
22-Pistepirkko,Birdy,237840,1992,0.173,0.53,0.379,4.77e-05,0.055,-17.443,0.0364,92.298,0.328,40.0,1990,1990s,2
Die drei ???,056 - Angriff der Computer-Viren - Teil 33,71907,1992,0.656,0.625,0.607,0.0,0.183,-11.814,0.9,108.222,0.192,35.0,1990,1990s,1
Los Ecos,Callaré Simplemente,194160,1992,0.607,0.271,0.62,0.00592,0.0664,-10.429,0.0348,86.626,0.672,16.0,1990,1990s,2
Eifo HaYeled,העצב שלה,277440,1992,0.00111,0.545,0.588,0.000139,0.454,-11.206,0.0254,98.456,0.534,22.0,1990,1990s,0
โต๊ะ วสันต์,ฉันเองก็เสียใจ,265507,1992,0.37,0.639,0.493,1.07e-05,0.0846,-13.466,0.0273,113.875,0.679,20.0,1990,1990s,0
Firehouse,When I Look Into Your Eyes,239867,1992,0.00288,0.396,0.612,4.71e-05,0.233,-8.039,0.0277,146.759,0.241,62.0,1990,1990s,0
Die drei ???,054 - Gefahr im Verzug - Teil 27,74520,1992,0.301,0.687,0.55,0.0,0.324,-7.816,0.692,65.623,0.646,35.0,1990,1990s,1
Los Temerarios,Yo Te Amo,210667,1992,0.22,0.746,0.535,0.00773,0.342,-12.008,0.0295,117.205,0.551,57.0,1990,1990s,0
Elio e le Storie Tese,Servi della gleba,373067,1992,0.215,0.368,0.812,0.0,0.6,-8.628,0.382,207.991,0.421,28.0,1990,1990s,1
Sinakho Dance Band,Open Your Heart,191659,1992,2.8e-05,0.584,0.489,0.0106,0.043,-11.042,0.0313,138.87,0.873,9.0,1990,1990s,0
Nat King Cole Trio,For All We Know - 1992 Digital Remaster,183267,1992,0.982,0.354,0.0257,0.0107,0.104,-22.704,0.0349,84.497,0.103,12.0,1990,1990s,2
Stone Temple Pilots,Plush - Acoustic Type Version; 2017 Remaster [Remastered],289373,1992,0.636,0.677,0.475,0.0,0.111,-10.536,0.0365,133.115,0.443,33.0,1990,1990s,2
Power Metal,Sirna,383427,1992,0.00344,0.295,0.822,4.7e-05,0.157,-4.986,0.049,202.51,0.719,32.0,1990,1990s,0
Esther and Abi Ofarim,Cinderella Rockefella,148667,1992,0.919,0.521,0.371,1.08e-05,0.0981,-14.51,0.0401,130.027,0.736,33.0,1990,1990s,2
Pingu,De Pingu bim Schlitteränne / D'Pinga gaht verloore - Teil 01,179253,1992,0.544,0.725,0.204,0.0,0.332,-13.738,0.914,123.911,0.5,13.0,1990,1990s,1
Leevi and the leavings,Unelmia ja toimistohommia,272733,1992,0.722,0.419,0.395,1.46e-06,0.227,-15.123,0.0347,118.383,0.531,15.0,1990,1990s,2
"Nadeem Shravan, Kumar Sanu",Ab To Bina Tumhare,293051,1992,0.759,0.518,0.475,1.13e-06,0.46,-15.276,0.0393,113.762,0.711,17.0,1990,1990s,2
Patricio Rey y sus Redonditos de Ricota,Héroe del Whisky - En Vivo,216253,1992,0.11,0.368,0.969,0.000169,0.893,-4.678,0.0847,153.403,0.552,31.0,1990,1990s,1
Noriyuki Makihara,遠く遠く,275307,1992,0.183,0.652,0.767,0.0,0.0575,-8.58,0.0267,90.037,0.683,50.0,1990,1990s,0
Bruce Springsteen,With Every Wish,275800,1992,0.205,0.404,0.141,7.53e-05,0.103,-20.689,0.032,108.934,0.153,31.0,1990,1990s,2
Firehouse,You're Too Bad,218467,1992,2.01e-05,0.508,0.877,0.0161,0.38,-7.472,0.0435,98.431,0.662,29.0,1990,1990s,0
Anne-Lie Rydé,En så'n karl,212360,1992,0.00906,0.48,0.948,1.13e-05,0.0581,-4.426,0.0293,96.152,0.397,39.0,1990,1990s,0
The Sundays,Goodbye,286160,1992,0.0767,0.525,0.863,0.248,0.248,-9.159,0.0434,102.009,0.413,36.0,1990,1990s,0
Zucchero,Ridammi Il Sole - Italian Version,275400,1992,0.0573,0.512,0.558,8.31e-05,0.293,-12.046,0.0261,97.017,0.503,19.0,1990,1990s,0
Kızılırmak,Genç Ölenlerin Türküsü,295107,1992,0.799,0.523,0.387,5.27e-05,0.0692,-16.697,0.0715,151.336,0.44,13.0,1990,1990s,2
Die drei ???,055 - Gekaufte Spieler - Teil 29,74547,1992,0.582,0.784,0.403,0.0,0.577,-11.536,0.922,48.201,0.77,41.0,1990,1990s,1
Die drei ???,054 - Gefahr im Verzug - Teil 30,75373,1992,0.677,0.683,0.646,0.0,0.695,-8.448,0.725,72.369,0.812,35.0,1990,1990s,1
Hungária,Bibap Lulu,203267,1992,0.212,0.479,0.664,3.78e-05,0.329,-13.463,0.0693,96.433,0.887,9.0,1990,1990s,0
Coral Negro,Como Ningún Otro Lugar,265985,1992,0.0891,0.496,0.493,0.000752,0.0948,-11.867,0.0317,124.873,0.362,7.0,1990,1990s,0
Falta y Resto,Brindis Por Pierrot - Repertorio 1986,304093,1992,0.591,0.461,0.888,0.0,0.438,-6.839,0.511,189.168,0.758,19.0,1990,1990s,1
Vinicio Capossela,Guiro - 2018 Remaster,238853,1992,0.756,0.763,0.673,8.7e-06,0.254,-3.555,0.0414,146.099,0.911,25.0,1990,1990s,0
"李碧華, 陳耀川, Zhong Guo-Tai, chang Yong Fu",分手,266426,1992,0.308,0.659,0.499,1.32e-06,0.167,-9.718,0.0272,115.823,0.475,17.0,1990,1990s,0
Alex Bueno,Una Lagrima Por Tu Amor,277080,1992,0.875,0.61,0.547,0.00012,0.0537,-13.691,0.0539,142.691,0.767,6.0,1990,1990s,2
Zezé Di Camargo & Luciano,Voando Sem Asas,265293,1992,0.188,0.593,0.5,0.0,0.118,-9.878,0.0273,117.864,0.358,43.0,1990,1990s,0
S.O.U.L. S.Y.S.T.E.M.,It's Gonna Be A Lovely Day,290333,1992,0.00138,0.66,0.617,0.265,0.625,-12.425,0.0454,98.613,0.486,41.0,1990,1990s,0
Barry Manilow,If I Should Love Again - Unreleased alternate take,301440,1992,0.568,0.237,0.323,0.000236,0.288,-10.554,0.0296,106.84,0.0863,24.0,1990,1990s,2
"Asha Bhosle, Mohammed Aziz",Kuchh Ho Gaya Kya Ho Gaya,335747,1992,0.788,0.571,0.762,0.000171,0.237,-8.098,0.0567,112.966,0.794,19.0,1990,1990s,0
宇野ゆう子,サザエさん(メール着信用~着うた(R)の日ver.)(ルールルルルルー今日もいい天気~),180018,1992,0.496,0.689,0.263,0.0,0.0991,-10.772,0.0481,120.775,0.313,21.0,1990,1990s,2
Patricio Rey y sus Redonditos de Ricota,Unos Pocos Peligros Sensatos - En Vivo,191720,1992,0.301,0.248,0.985,0.502,0.945,-3.861,0.127,149.996,0.651,38.0,1990,1990s,1
Search,Cakap Memang Murah,375760,1992,0.000565,0.56,0.93,0.00313,0.0801,-5.701,0.0763,153.074,0.468,9.0,1990,1990s,0
Sarah Chen,孤戀花,209000,1992,0.887,0.51,0.328,4.88e-05,0.0996,-13.841,0.0318,171.05,0.31,19.0,1990,1990s,2
剛澤斌,激情過後,331333,1992,0.159,0.591,0.416,1.09e-05,0.115,-13.964,0.0277,117.994,0.45,8.0,1990,1990s,2
Pál Szécsi,Két összeillő ember,242600,1992,0.0909,0.461,0.379,5.97e-05,0.47,-12.574,0.0279,92.01,0.492,9.0,1990,1990s,2
Les Garçons Bouchers,Bourré Bourré Ratatam,154547,1992,0.00296,0.536,0.936,1.94e-06,0.0889,-6.788,0.199,149.965,0.491,30.0,1990,1990s,0
Grupo Vou Vivendo,Luar do Sertão,231400,1992,0.78,0.547,0.402,0.00865,0.0905,-8.817,0.0427,78.579,0.523,25.0,1990,1990s,2
"Brian McKnight, Vanessa Williams",Love Is,286600,1992,0.486,0.501,0.35,2.74e-05,0.178,-11.253,0.0245,80.042,0.165,35.0,1990,1990s,2
Jimmy Buffett,Boat Drinks,158933,1992,0.00389,0.643,0.534,3.64e-05,0.119,-10.927,0.0309,126.172,0.918,33.0,1990,1990s,0
Mariah Carey,"Someday - Live at MTV Unplugged, Kaufman Astoria Studios, New York - March 1992",236467,1992,0.473,0.635,0.847,0.0,0.977,-9.305,0.0644,111.715,0.623,36.0,1990,1990s,1
HaGashash HaHiver,כוסא מחשי,173680,1992,0.819,0.566,0.714,0.0,0.699,-12.94,0.95,64.366,0.451,13.0,1990,1990s,1
Globine,S' gaat wiiter mit D' Globine bi de Krokodil,143467,1992,0.686,0.738,0.312,0.0,0.4,-12.726,0.899,93.831,0.673,14.0,1990,1990s,1
Extremoduro,Relación convencional,182373,1992,0.115,0.332,0.737,0.000993,0.14,-13.327,0.0382,176.231,0.544,26.0,1990,1990s,0
Los Ecos,Néctar de Verano,192373,1992,0.325,0.497,0.347,0.0,0.143,-12.289,0.0325,125.829,0.617,22.0,1990,1990s,2
Litfiba,Cangaceiro - Versione Mix,299733,1992,0.0542,0.506,0.805,0.0,0.103,-9.061,0.0392,101.983,0.723,21.0,1990,1990s,0
Müslüm Gürses,Ağlama Gözlerim,372093,1992,0.781,0.269,0.243,0.000288,0.0917,-16.863,0.0337,78.401,0.328,19.0,1990,1990s,2
Edip Akbayram,Boşu Boşuna,218619,1992,0.282,0.653,0.541,7.1e-05,0.169,-13.266,0.0269,114.079,0.744,15.0,1990,1990s,0
TKKG Retro-Archiv,082 - Spuk aus dem Jenseits - Teil 10,144920,1992,0.245,0.609,0.626,0.0,0.466,-8.204,0.891,135.727,0.424,27.0,1990,1990s,1
葉玉卿,不散的空虛,297133,1992,0.792,0.6,0.229,1e-06,0.101,-17.57,0.0311,70.965,0.301,8.0,1990,1990s,2
Pochy Y Su Cocoband,La Compota,232253,1992,0.368,0.548,0.934,0.00178,0.0586,-6.383,0.086,161.28,0.906,24.0,1990,1990s,0
Elio e le Storie Tese,Il Vitello Dai Piedi Di Balsa Reprise,118320,1992,0.493,0.565,0.513,0.0,0.181,-7.248,0.208,135.525,0.713,25.0,1990,1990s,0
Véronique Sanson,Rien que de l'eau - Remasterisé en 2008,271600,1992,0.103,0.694,0.886,0.00341,0.0528,-5.317,0.0421,108.861,0.76,39.0,1990,1990s,0
Pepe Aguilar,Por Segunda Vez,210345,1992,0.404,0.255,0.287,0.00213,0.437,-10.204,0.0339,184.575,0.439,38.0,1990,1990s,2
TV-2,Stjernen I Mit Liv,245227,1992,0.159,0.669,0.67,0.000628,0.257,-10.854,0.0628,142.543,0.309,12.0,1990,1990s,0
"Ella Mae Morse, Freddie Slack",Mr. Five By Five,182227,1992,0.843,0.761,0.182,2.22e-05,0.0761,-12.773,0.103,128.326,0.586,41.0,1990,1990s,2
Arrested Development,Tennessee,272707,1992,0.0241,0.822,0.661,3.95e-06,0.315,-10.234,0.164,99.883,0.67,54.0,1990,1990s,0
Hapa,Olinda Road,205933,1992,0.4,0.526,0.412,0.624,0.104,-17.775,0.0318,95.761,0.388,34.0,1990,1990s,2
Senzus,V záhradôčke pod okienkom,180067,1992,0.146,0.767,0.773,0.0,0.201,-6.165,0.0346,117.926,0.976,16.0,1990,1990s,0
溫兆倫,隨緣,261132,1992,0.692,0.513,0.27,9.12e-06,0.0927,-13.661,0.0301,124.281,0.159,23.0,1990,1990s,2
Heróis Do Mar,Só Gosto De Ti,270067,1992,0.325,0.777,0.616,0.0601,0.0636,-12.67,0.0269,97.91,0.898,33.0,1990,1990s,0
Seyyal Taner,Şiirimin Dili,220000,1992,0.0512,0.792,0.584,8.98e-06,0.135,-13.197,0.0318,126.96,0.963,16.0,1990,1990s,0
"Chalino Sanchez, Los Amables Del Norte",Carta De Luto,190450,1992,0.282,0.509,0.524,3.97e-05,0.0819,-8.655,0.0841,191.178,0.91,51.0,1990,1990s,0
Body Count,Body Count's in the House,204200,1992,0.0328,0.478,0.953,0.000508,0.597,-7.294,0.0892,96.622,0.407,50.0,1990,1990s,0
Meir Banai,והאור בחוץ,241973,1992,0.731,0.513,0.302,0.0,0.233,-14.278,0.028,140.016,0.308,12.0,1990,1990s,2
Bheki Mseleku,Celebration,471533,1992,0.498,0.412,0.65,0.711,0.106,-11.854,0.0366,124.22,0.257,13.0,1990,1990s,2
Leevi and the leavings,Kyyhkynen ja kyykäärme,196000,1993,0.252,0.687,0.378,5.55e-06,0.352,-10.274,0.0297,103.634,0.468,15.0,1990,1990s,0
Skriðjöklar,Á Akureyri,188221,1993,0.354,0.571,0.45,0.0,0.304,-16.213,0.0341,153.724,0.783,3.0,1990,1990s,0
Joan Sebastian,El Corrido De Zenon,178480,1993,0.315,0.762,0.698,2.97e-06,0.0461,-9.377,0.0454,119.45,0.828,45.0,1990,1990s,0
Antony Santos,Vengo De Allá,280707,1993,0.321,0.749,0.456,0.000504,0.444,-12.589,0.052,151.143,0.935,33.0,1990,1990s,0
Ashford & Simpson,I'll Take The Whole World On - Edit,229000,1993,0.533,0.385,0.44,0.0,0.312,-9.787,0.0293,129.823,0.228,17.0,1990,1990s,2
Aviv Geffen,עכשיו מעונן,182533,1993,0.886,0.429,0.202,0.0,0.147,-13.459,0.041,100.899,0.194,28.0,1990,1990s,2
Baja Mali Knindza,Tata,146129,1993,0.105,0.736,0.652,0.0,0.38,-7.542,0.0275,111.504,0.968,33.0,1990,1990s,0
TRF,ROCK IT ON!!,289767,1993,0.000948,0.584,0.985,0.295,0.0276,-7.243,0.0385,150.024,0.609,17.0,1990,1990s,0
Ne Luumaet,Kesäloma On Kesällä,142627,1993,0.0148,0.491,0.988,3.23e-06,0.36,-3.806,0.0498,125.313,0.792,23.0,1990,1990s,0
The Breeders,Divine Hammer,161360,1993,0.089,0.344,0.561,0.814,0.132,-13.642,0.032,143.698,0.632,48.0,1990,1990s,2
Banda Machos,Que murmuren,132800,1993,0.715,0.49,0.527,1.56e-06,0.089,-7.926,0.0624,197.634,0.977,33.0,1990,1990s,0
Pino Daniele,Sono un cantante di blues - 2017 Remaster,292347,1993,0.366,0.616,0.713,0.0126,0.0964,-6.892,0.0865,116.47,0.88,24.0,1990,1990s,0
